,company_name,rating,company_reviews,company_age,number_of_employees
328,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
329,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
330,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
331,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
332,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
333,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
334,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
335,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
336,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
337,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
338,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
339,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
340,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
341,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
342,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
343,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
344,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
345,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
346,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
347,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
348,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
349,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
350,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
351,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
352,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
353,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
354,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
355,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
356,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
357,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
358,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
359,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
360,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
361,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
362,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
363,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
364,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
365,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
366,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
367,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
368,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
369,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
370,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
371,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
372,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
373,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
374,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
375,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
376,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
377,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
378,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
379,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
380,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
381,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
382,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
383,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
384,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
385,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
386,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
387,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
388,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
389,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
390,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
391,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
392,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
393,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
394,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
395,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
396,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
397,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
398,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
399,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
400,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
401,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
402,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
403,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
404,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
405,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
406,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
407,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
408,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
409,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
410,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
411,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
412,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
413,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
414,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
415,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
416,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
417,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
418,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
419,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
420,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
421,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
422,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
423,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
424,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
425,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
426,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
427,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
428,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
429,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
430,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
431,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
432,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
433,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
434,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
435,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
436,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
437,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
438,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
439,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
440,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
441,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
442,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
443,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
444,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
445,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
446,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
447,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
448,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
449,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
450,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
451,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
452,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
453,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
454,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
455,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
456,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
457,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
458,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
459,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
460,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
461,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
462,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
463,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
464,IndusInd Bank,3.8,(7k Reviews),29 years old,10k-50k Employees (India)
465,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
466,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
467,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
468,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
469,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
470,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
471,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
472,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
473,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
474,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
475,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
476,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
477,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
478,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
479,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
480,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
481,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
482,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
483,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
484,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
485,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
486,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
487,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
488,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
489,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
490,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
491,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
492,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
493,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
494,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
495,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
496,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
497,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
498,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
499,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
500,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
501,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
502,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
503,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
504,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
505,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
506,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
507,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
508,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
509,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
510,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
511,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
512,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
513,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
514,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
515,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
516,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
517,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
518,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
519,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
520,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
521,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
522,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
523,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
524,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
525,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
526,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
527,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
528,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
529,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
530,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
531,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
532,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
533,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
534,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
535,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
536,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
537,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
538,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
539,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
540,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
541,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
542,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
543,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
544,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
545,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
546,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
547,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
548,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
549,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
550,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
551,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
552,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
553,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
554,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
555,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
556,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
557,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
558,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
559,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
560,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
561,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
562,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
563,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
564,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
565,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
566,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
567,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
568,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
569,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
570,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
571,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
572,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
573,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
574,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
575,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
576,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
577,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
578,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
579,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
580,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
581,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
582,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
583,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
584,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
585,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
586,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
587,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
588,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
589,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
590,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
591,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
592,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
593,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
594,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
595,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
596,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
597,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
598,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
599,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
600,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
